;"Player";"Investment";"Pot";"Return";"Endowment_Inferred";"Subject";"Delta",
557;77;10;40;5;20;"RAS_009";0,35
567;86;2;8;1;5;"RAS_009";0,35
577;63;2;8;2;5;"RAS_009";0,35
587;50;5;20;5;10;"RAS_009";0,35
597;103;8;32;5;20;"RAS_009";0,35
607;113;7;28;5;20;"RAS_009";0,35
617;89;7;28;3;20;"RAS_009";0,35
627;92;2;8;1;5;"RAS_009";0,35
637;108;2;8;1;5;"RAS_009";0,35
647;81;4;16;3;10;"RAS_009";0,35
657;45;5;20;5;10;"RAS_009";0,35
667;46;10;40;10;20;"RAS_009";0,35
677;111;9;36;10;10;"RAS_009";0,35
687;104;7;28;5;20;"RAS_009";0,35
697;120;2;8;1;5;"RAS_009";0,35
707;69;7;28;6;10;"RAS_009";0,35
717;118;2;8;1;5;"RAS_009";0,35
727;67;4;16;3;10;"RAS_009";0,35
737;55;8;32;4;20;"RAS_009";0,35
747;95;8;32;6;20;"RAS_009";0,35
757;101;7;28;6;10;"RAS_009";0,35
767;85;9;36;3;50;"RAS_009";0,35
777;58;2;8;1;5;"RAS_009";0,35
787;76;4;16;4;5;"RAS_009";0,35
797;107;8;32;5;20;"RAS_009";0,35
807;90;2;8;1;5;"RAS_009";0,35
817;114;10;40;5;20;"RAS_009";0,35
827;78;7;28;3;20;"RAS_009";0,35
837;110;7;28;4;20;"RAS_009";0,35
847;54;7;28;4;20;"RAS_009";0,35
857;80;2;8;1;5;"RAS_009";0,35
867;105;10;40;6;20;"RAS_009";0,35
877;71;2;8;1;5;"RAS_009";0,35
887;52;5;20;5;10;"RAS_009";0,35
897;59;9;36;5;20;"RAS_009";0,35
907;99;5;20;2;20;"RAS_009";0,35
917;41;4;16;2;10;"RAS_009";0,35
927;96;5;20;2;20;"RAS_009";0,35
937;94;4;16;4;5;"RAS_009";0,35
947;119;4;16;2;10;"RAS_009";0,35
957;91;2;8;2;5;"RAS_009";0,35
967;116;5;20;4;10;"RAS_009";0,35
977;53;5;20;2;20;"RAS_009";0,35
987;74;9;36;4;20;"RAS_009";0,35
997;47;10;40;4;50;"RAS_009";0,35
1007;106;2;8;1;5;"RAS_009";0,35
1017;84;2;8;1;5;"RAS_009";0,35
1027;49;4;16;1;20;"RAS_009";0,35
1037;44;4;16;2;10;"RAS_009";0,35
1047;83;5;20;4;10;"RAS_009";0,35
1057;102;2;8;1;5;"RAS_009";0,35
1067;70;7;28;4;20;"RAS_009";0,35
1077;42;2;8;1;5;"RAS_009";0,35
1087;43;8;32;4;20;"RAS_009";0,35
1097;93;9;36;0;50;"RAS_009";0,35
1107;66;2;8;1;5;"RAS_009";0,35
1117;73;7;28;3;20;"RAS_009";0,35
1127;68;4;16;5;5;"RAS_009";0,35
1137;48;9;36;0;50;"RAS_009";0,35
1147;60;10;40;5;20;"RAS_009";0,35
1157;82;9;36;4;20;"RAS_009";0,35
1167;62;8;32;5;20;"RAS_009";0,35
1177;75;8;32;3;20;"RAS_009";0,35
1187;51;10;40;8;20;"RAS_009";0,35
1197;109;2;8;1;5;"RAS_009";0,35
1207;112;10;40;6;20;"RAS_009";0,35
418;89;7;28;10;20;"RAS_010";0,53
428;75;8;32;12;20;"RAS_010";0,53
438;109;2;8;3;5;"RAS_010";0,53
448;87;9;36;14;20;"RAS_010";0,53
458;116;5;20;7;20;"RAS_010";0,53
468;86;2;8;3;5;"RAS_010";0,53
478;72;10;40;15;20;"RAS_010";0,53
488;77;10;40;15;20;"RAS_010";0,53
498;83;5;20;8;10;"RAS_010";0,53
508;48;9;36;14;20;"RAS_010";0,53
518;114;10;40;15;20;"RAS_010";0,53
528;92;2;8;3;5;"RAS_010";0,53
538;82;9;36;14;20;"RAS_010";0,53
548;49;4;16;6;10;"RAS_010";0,53
558;96;5;20;7;20;"RAS_010";0,53
568;120;2;8;3;5;"RAS_010";0,53
578;64;5;20;7;20;"RAS_010";0,53
588;106;2;8;3;5;"RAS_010";0,53
598;56;9;36;13;20;"RAS_010";0,53
608;54;7;28;10;20;"RAS_010";0,53
618;52;5;20;7;20;"RAS_010";0,53
628;45;5;20;7;20;"RAS_010";0,53
638;73;7;28;10;20;"RAS_010";0,53
648;97;10;40;14;50;"RAS_010";0,53
658;88;5;20;8;10;"RAS_010";0,53
668;46;10;40;15;20;"RAS_010";0,53
678;42;2;8;3;5;"RAS_010";0,53
688;115;8;32;11;20;"RAS_010";0,53
698;62;8;32;11;20;"RAS_010";0,53
708;47;10;40;15;20;"RAS_010";0,53
718;70;7;28;10;20;"RAS_010";0,53
728;90;2;8;3;5;"RAS_010";0,53
738;119;4;16;6;10;"RAS_010";0,53
748;81;4;16;7;10;"RAS_010";0,53
758;117;2;8;3;5;"RAS_010";0,53
768;68;4;16;7;10;"RAS_010";0,53
778;112;10;40;15;20;"RAS_010";0,53
788;95;8;32;11;20;"RAS_010";0,53
798;67;4;16;6;10;"RAS_010";0,53
808;94;4;16;6;10;"RAS_010";0,53
818;84;2;8;3;5;"RAS_010";0,53
828;80;2;8;3;5;"RAS_010";0,53
838;85;9;36;13;20;"RAS_010";0,53
848;111;9;36;13;20;"RAS_010";0,53
858;91;2;8;3;5;"RAS_010";0,53
868;63;2;8;3;5;"RAS_010";0,53
878;60;10;40;15;20;"RAS_010";0,53
888;57;4;16;6;10;"RAS_010";0,53
898;107;8;32;11;20;"RAS_010";0,53
908;110;7;28;10;20;"RAS_010";0,53
918;104;7;28;10;20;"RAS_010";0,53
928;100;8;32;12;20;"RAS_010";0,53
938;118;2;8;3;5;"RAS_010";0,53
948;113;7;28;10;20;"RAS_010";0,53
958;66;2;8;3;5;"RAS_010";0,53
968;74;9;36;14;20;"RAS_010";0,53
978;93;9;36;14;20;"RAS_010";0,53
988;59;9;36;14;20;"RAS_010";0,53
998;51;10;40;15;20;"RAS_010";0,53
1008;76;4;16;6;10;"RAS_010";0,53
1018;44;4;16;6;10;"RAS_010";0,53
1028;102;2;8;3;5;"RAS_010";0,53
1038;71;2;8;3;5;"RAS_010";0,53
1048;98;2;8;3;5;"RAS_010";0,53
1058;105;10;40;14;50;"RAS_010";0,53
1068;99;5;20;7;20;"RAS_010";0,53
1078;79;9;36;13;20;"RAS_010";0,53
1088;43;8;32;11;20;"RAS_010";0,53
1098;61;8;32;11;20;"RAS_010";0,53
1108;55;8;32;11;20;"RAS_010";0,53
1118;50;5;20;7;20;"RAS_010";0,53
1128;69;7;28;10;20;"RAS_010";0,53
1138;58;2;8;3;5;"RAS_010";0,53
1148;53;5;20;7;20;"RAS_010";0,53
1158;78;7;28;10;20;"RAS_010";0,53
1168;108;2;8;3;5;"RAS_010";0,53
1178;103;8;32;11;20;"RAS_010";0,53
1188;65;2;8;3;5;"RAS_010";0,53
1198;101;7;28;10;20;"RAS_010";0,53
1208;41;4;16;6;10;"RAS_010";0,53
419;53;5;20;8;20;"RAS_011";0,65
429;101;7;28;13;50;"RAS_011";0,65
439;108;2;8;5;2;"RAS_011";0,65
449;92;2;8;3;10;"RAS_011";0,65
459;62;8;32;16;20;"RAS_011";0,65
469;96;5;20;8;20;"RAS_011";0,65
479;112;10;40;17;50;"RAS_011";0,65
489;83;5;20;8;20;"RAS_011";0,65
499;63;2;8;3;10;"RAS_011";0,65
509;109;2;8;3;10;"RAS_011";0,65
519;87;9;36;16;50;"RAS_011";0,65
529;45;5;20;8;20;"RAS_011";0,65
539;82;9;36;27;50;"RAS_011";0,65
549;56;9;36;8;50;"RAS_011";0,65
559;65;2;8;2;10;"RAS_011";0,65
569;106;2;8;3;10;"RAS_011";0,65
579;76;4;16;6;20;"RAS_011";0,65
589;97;10;40;14;50;"RAS_011";0,65
599;80;2;8;3;10;"RAS_011";0,65
609;55;8;32;10;50;"RAS_011";0,65
619;43;8;32;8;50;"RAS_011";0,65
629;57;4;16;5;20;"RAS_011";0,65
639;95;8;32;10;50;"RAS_011";0,65
649;49;4;16;4;20;"RAS_011";0,65
659;71;2;8;3;10;"RAS_011";0,65
669;46;10;40;10;50;"RAS_011";0,65
679;47;10;40;15;50;"RAS_011";0,65
689;54;7;28;12;50;"RAS_011";0,65
699;90;2;8;3;10;"RAS_011";0,65
709;73;7;28;7;50;"RAS_011";0,65
719;70;7;28;7;50;"RAS_011";0,65
729;119;4;16;6;20;"RAS_011";0,65
739;89;7;28;10;50;"RAS_011";0,65
749;79;9;36;9;50;"RAS_011";0,65
759;50;5;20;7;20;"RAS_011";0,65
769;93;9;36;12;50;"RAS_011";0,65
779;88;5;20;8;20;"RAS_011";0,65
789;85;9;36;11;50;"RAS_011";0,65
799;114;10;40;15;50;"RAS_011";0,65
809;64;5;20;8;20;"RAS_011";0,65
819;75;8;32;10;50;"RAS_011";0,65
829;111;9;36;11;50;"RAS_011";0,65
839;120;2;8;3;10;"RAS_011";0,65
849;52;5;20;7;20;"RAS_011";0,65
859;107;8;32;12;50;"RAS_011";0,65
869;110;7;28;12;50;"RAS_011";0,65
879;100;8;32;12;50;"RAS_011";0,65
889;59;9;36;11;50;"RAS_011";0,65
899;61;8;32;12;50;"RAS_011";0,65
909;69;7;28;13;50;"RAS_011";0,65
919;51;10;40;15;50;"RAS_011";0,65
929;94;4;16;7;20;"RAS_011";0,65
939;115;8;32;11;50;"RAS_011";0,65
949;66;2;8;3;10;"RAS_011";0,65
959;44;4;16;6;20;"RAS_011";0,65
969;42;2;8;3;10;"RAS_011";0,65
979;68;4;16;6;20;"RAS_011";0,65
989;78;7;28;8;50;"RAS_011";0,65
999;58;2;8;3;10;"RAS_011";0,65
1009;118;2;8;3;10;"RAS_011";0,65
1019;104;7;28;12;50;"RAS_011";0,65
1029;105;10;40;15;50;"RAS_011";0,65
1039;116;5;20;7;20;"RAS_011";0,65
1049;117;2;8;3;10;"RAS_011";0,65
1059;113;7;28;10;50;"RAS_011";0,65
1069;60;10;40;16;50;"RAS_011";0,65
1079;103;8;32;13;50;"RAS_011";0,65
1089;41;4;16;7;20;"RAS_011";0,65
1099;72;10;40;15;50;"RAS_011";0,65
1109;48;9;36;15;50;"RAS_011";0,65
1119;84;2;8;3;10;"RAS_011";0,65
1129;102;2;8;3;10;"RAS_011";0,65
1139;81;4;16;7;20;"RAS_011";0,65
1149;86;2;8;2;10;"RAS_011";0,65
1159;91;2;8;3;10;"RAS_011";0,65
1169;98;2;8;3;10;"RAS_011";0,65
1179;77;10;40;15;50;"RAS_011";0,65
1189;99;5;20;8;20;"RAS_011";0,65
1199;74;9;36;8;50;"RAS_011";0,65
1209;67;4;16;6;20;"RAS_011";0,65
4110;85;9;36;5;50;"RAS_014";0,44
4210;112;10;40;4;50;"RAS_014";0,44
4310;82;9;36;6;50;"RAS_014";0,44
4410;59;9;36;6;50;"RAS_014";0,44
4510;98;2;8;2;5;"RAS_014";0,44
4610;99;5;20;6;10;"RAS_014";0,44
4710;61;8;32;5;50;"RAS_014";0,44
4810;69;7;28;7;20;"RAS_014";0,44
4910;79;9;36;10;20;"RAS_014";0,44
5010;50;5;20;8;5;"RAS_014";0,44
5110;91;2;8;1;10;"RAS_014";0,44
5210;58;2;8;2;5;"RAS_014";0,44
5310;107;8;32;4;50;"RAS_014";0,44
5410;62;8;32;0;50;"RAS_014";0,44
5510;41;4;16;5;10;"RAS_014";0,44
5610;64;5;20;3;20;"RAS_014";0,44
5710;81;4;16;3;20;"RAS_014";0,44
5810;66;2;8;1;10;"RAS_014";0,44
5910;117;2;8;2;5;"RAS_014";0,44
6010;68;4;16;0;20;"RAS_014";0,44
6110;83;5;20;3;20;"RAS_014";0,44
6210;44;4;16;2;20;"RAS_014";0,44
6310;57;4;16;1;20;"RAS_014";0,44
6410;120;2;8;1;10;"RAS_014";0,44
6510;65;2;8;2;5;"RAS_014";0,44
6610;90;2;8;1;10;"RAS_014";0,44
6710;87;9;36;3;50;"RAS_014";0,44
6810;101;7;28;2;50;"RAS_014";0,44
6910;115;8;32;10;20;"RAS_014";0,44
7010;111;9;36;6;50;"RAS_014";0,44
7110;77;10;40;8;50;"RAS_014";0,44
7210;80;2;8;3;5;"RAS_014";0,44
7310;54;7;28;4;50;"RAS_014";0,44
7410;92;2;8;3;5;"RAS_014";0,44
7510;42;2;8;2;5;"RAS_014";0,44
7610;94;4;16;3;20;"RAS_014";0,44
7710;97;10;40;10;20;"RAS_014";0,44
7810;118;2;8;2;5;"RAS_014";0,44
7910;70;7;28;3;50;"RAS_014";0,44
8010;119;4;16;2;20;"RAS_014";0,44
8110;47;10;40;5;50;"RAS_014";0,44
8210;88;5;20;5;10;"RAS_014";0,44
8310;75;8;32;0;50;"RAS_014";0,44
8410;74;9;36;6;50;"RAS_014";0,44
8510;52;5;20;5;10;"RAS_014";0,44
8610;53;5;20;10;5;"RAS_014";0,44
8710;67;4;16;6;5;"RAS_014";0,44
8810;96;5;20;6;10;"RAS_014";0,44
8910;43;8;32;10;20;"RAS_014";0,44
9010;113;7;28;0;50;"RAS_014";0,44
9110;72;10;40;5;50;"RAS_014";0,44
9210;109;2;8;2;5;"RAS_014";0,44
9310;110;7;28;2;50;"RAS_014";0,44
9410;105;10;40;10;20;"RAS_014";0,44
9510;51;10;40;10;20;"RAS_014";0,44
9610;78;7;28;5;20;"RAS_014";0,44
9710;100;8;32;0;50;"RAS_014";0,44
9810;55;8;32;2;50;"RAS_014";0,44
9910;46;10;40;11;20;"RAS_014";0,44
10010;48;9;36;6;50;"RAS_014";0,44
10110;84;2;8;2;5;"RAS_014";0,44
10210;106;2;8;2;5;"RAS_014";0,44
10310;102;2;8;0;10;"RAS_014";0,44
10410;49;4;16;6;5;"RAS_014";0,44
10510;114;10;40;5;50;"RAS_014";0,44
10610;71;2;8;1;10;"RAS_014";0,44
10710;103;8;32;10;20;"RAS_014";0,44
10810;63;2;8;3;5;"RAS_014";0,44
10910;104;7;28;6;20;"RAS_014";0,44
11010;60;10;40;10;20;"RAS_014";0,44
11110;76;4;16;3;20;"RAS_014";0,44
11210;89;7;28;3;50;"RAS_014";0,44
11310;45;5;20;4;20;"RAS_014";0,44
11410;108;2;8;1;10;"RAS_014";0,44
11510;116;5;20;3;20;"RAS_014";0,44
11610;56;9;36;5;50;"RAS_014";0,44
11710;93;9;36;0;50;"RAS_014";0,44
11810;95;8;32;5;50;"RAS_014";0,44
11910;86;2;8;0;10;"RAS_014";0,44
12010;73;7;28;4;50;"RAS_014";0,44
4111;114;10;40;10;20;"RAS_016";0,37
4211;90;2;8;2;5;"RAS_016";0,37
4311;92;2;8;2;5;"RAS_016";0,37
4411;50;5;20;5;10;"RAS_016";0,37
4511;115;8;32;8;20;"RAS_016";0,37
4611;71;2;8;2;5;"RAS_016";0,37
4711;81;4;16;4;10;"RAS_016";0,37
4811;54;7;28;7;10;"RAS_016";0,37
4911;76;4;16;4;10;"RAS_016";0,37
5011;110;7;28;7;10;"RAS_016";0,37
5111;77;10;40;10;20;"RAS_016";0,37
5211;99;5;20;5;10;"RAS_016";0,37
5311;117;2;8;2;5;"RAS_016";0,37
5411;73;7;28;7;10;"RAS_016";0,37
5511;66;2;8;2;5;"RAS_016";0,37
5611;106;2;8;2;5;"RAS_016";0,37
5711;109;2;8;2;5;"RAS_016";0,37
5811;87;9;36;10;20;"RAS_016";0,37
5911;51;10;40;10;20;"RAS_016";0,37
6011;41;4;16;4;10;"RAS_016";0,37
6111;107;8;32;8;20;"RAS_016";0,37
6211;52;5;20;5;10;"RAS_016";0,37
6311;101;7;28;7;10;"RAS_016";0,37
6411;62;8;32;8;20;"RAS_016";0,37
6511;98;2;8;2;5;"RAS_016";0,37
6611;68;4;16;4;10;"RAS_016";0,37
6711;97;10;40;10;20;"RAS_016";0,37
6811;100;8;32;8;20;"RAS_016";0,37
6911;60;10;40;10;20;"RAS_016";0,37
7011;63;2;8;2;5;"RAS_016";0,37
7111;89;7;28;7;10;"RAS_016";0,37
7211;67;4;16;4;10;"RAS_016";0,37
7311;69;7;28;7;10;"RAS_016";0,37
7411;119;4;16;4;10;"RAS_016";0,37
7511;72;10;40;10;20;"RAS_016";0,37
7611;96;5;20;5;10;"RAS_016";0,37
7711;102;2;8;2;5;"RAS_016";0,37
7811;46;10;40;10;20;"RAS_016";0,37
7911;45;5;20;5;10;"RAS_016";0,37
8011;113;7;28;7;10;"RAS_016";0,37
8111;95;8;32;8;20;"RAS_016";0,37
8211;58;2;8;2;5;"RAS_016";0,37
8311;83;5;20;5;10;"RAS_016";0,37
8411;44;4;16;4;10;"RAS_016";0,37
8511;55;8;32;8;20;"RAS_016";0,37
8611;86;2;8;2;5;"RAS_016";0,37
8711;104;7;28;7;10;"RAS_016";0,37
8811;93;9;36;9;20;"RAS_016";0,37
8911;120;2;8;2;5;"RAS_016";0,37
9011;79;9;36;9;20;"RAS_016";0,37
9111;91;2;8;2;5;"RAS_016";0,37
9211;53;5;20;5;10;"RAS_016";0,37
9311;61;8;32;8;20;"RAS_016";0,37
9411;116;5;20;5;10;"RAS_016";0,37
9511;105;10;40;10;20;"RAS_016";0,37
9611;65;2;8;2;5;"RAS_016";0,37
9711;59;9;36;9;20;"RAS_016";0,37
9811;48;9;36;9;20;"RAS_016";0,37
9911;75;8;32;8;20;"RAS_016";0,37
10011;118;2;8;2;5;"RAS_016";0,37
10111;70;7;28;7;10;"RAS_016";0,37
10211;78;7;28;7;10;"RAS_016";0,37
10311;88;5;20;5;10;"RAS_016";0,37
10411;64;5;20;5;10;"RAS_016";0,37
10511;82;9;36;9;20;"RAS_016";0,37
10611;42;2;8;2;5;"RAS_016";0,37
10711;57;4;16;4;10;"RAS_016";0,37
10811;74;9;36;9;20;"RAS_016";0,37
10911;49;4;16;4;10;"RAS_016";0,37
11011;94;4;16;4;10;"RAS_016";0,37
11111;56;9;36;9;20;"RAS_016";0,37
11211;103;8;32;8;20;"RAS_016";0,37
11311;43;8;32;8;20;"RAS_016";0,37
11411;84;2;8;2;5;"RAS_016";0,37
11511;47;10;40;10;20;"RAS_016";0,37
11611;112;10;40;10;20;"RAS_016";0,37
11711;111;9;36;9;20;"RAS_016";0,37
11811;85;9;36;9;20;"RAS_016";0,37
11911;80;2;8;2;5;"RAS_016";0,37
12011;108;2;8;2;5;"RAS_016";0,37
4112;95;8;32;16;20;"RAS_017";0,6
4212;102;2;8;4;5;"RAS_017";0,6
4312;86;2;8;4;5;"RAS_017";0,6
4412;50;5;20;10;10;"RAS_017";0,6
4512;103;8;32;16;20;"RAS_017";0,6
4612;82;9;36;18;20;"RAS_017";0,6
4712;89;7;28;14;20;"RAS_017";0,6
4812;120;2;8;4;5;"RAS_017";0,6
4912;97;10;40;20;20;"RAS_017";0,6
5012;110;7;28;14;20;"RAS_017";0,6
5112;56;9;36;18;20;"RAS_017";0,6
5212;117;2;8;4;5;"RAS_017";0,6
5312;85;9;36;18;20;"RAS_017";0,6
5412;114;10;40;20;20;"RAS_017";0,6
5512;66;2;8;4;5;"RAS_017";0,6
5612;77;10;40;20;20;"RAS_017";0,6
5712;83;5;20;10;10;"RAS_017";0,6
5812;81;4;16;8;10;"RAS_017";0,6
5912;59;9;36;18;20;"RAS_017";0,6
6012;52;5;20;10;10;"RAS_017";0,6
6112;51;10;40;15;50;"RAS_017";0,6
6212;118;2;8;4;5;"RAS_017";0,6
6312;55;8;32;14;20;"RAS_017";0,6
6412;46;10;40;22;20;"RAS_017";0,6
6512;116;5;20;8;20;"RAS_017";0,6
6612;119;4;16;7;10;"RAS_017";0,6
6712;58;2;8;4;5;"RAS_017";0,6
6812;53;5;20;8;20;"RAS_017";0,6
6912;80;2;8;3;10;"RAS_017";0,6
7012;47;10;40;19;20;"RAS_017";0,6
7112;107;8;32;17;20;"RAS_017";0,6
7212;96;5;20;9;20;"RAS_017";0,6
7312;70;7;28;13;20;"RAS_017";0,6
7412;88;5;20;9;20;"RAS_017";0,6
7512;44;4;16;7;10;"RAS_017";0,6
7612;43;8;32;15;20;"RAS_017";0,6
7712;54;7;28;12;20;"RAS_017";0,6
7812;49;4;16;7;10;"RAS_017";0,6
7912;61;8;32;15;20;"RAS_017";0,6
8012;100;8;32;15;20;"RAS_017";0,6
8112;91;2;8;3;10;"RAS_017";0,6
8212;108;2;8;3;10;"RAS_017";0,6
8312;78;7;28;13;20;"RAS_017";0,6
8412;93;9;36;17;20;"RAS_017";0,6
8512;76;4;16;7;10;"RAS_017";0,6
8612;115;8;32;15;20;"RAS_017";0,6
8712;113;7;28;13;20;"RAS_017";0,6
8812;64;5;20;9;20;"RAS_017";0,6
8912;67;4;16;7;10;"RAS_017";0,6
9012;65;2;8;3;10;"RAS_017";0,6
9112;48;9;36;17;20;"RAS_017";0,6
9212;109;2;8;3;10;"RAS_017";0,6
9312;45;5;20;9;20;"RAS_017";0,6
9412;74;9;36;17;20;"RAS_017";0,6
9512;101;7;28;13;20;"RAS_017";0,6
9612;72;10;40;19;20;"RAS_017";0,6
9712;60;10;40;19;20;"RAS_017";0,6
9812;99;5;20;9;20;"RAS_017";0,6
9912;68;4;16;7;10;"RAS_017";0,6
10012;62;8;32;15;20;"RAS_017";0,6
10112;104;7;28;13;20;"RAS_017";0,6
10212;92;2;8;3;10;"RAS_017";0,6
10312;105;10;40;19;20;"RAS_017";0,6
10412;87;9;36;17;20;"RAS_017";0,6
10512;79;9;36;17;20;"RAS_017";0,6
10612;63;2;8;3;10;"RAS_017";0,6
10712;75;8;32;15;20;"RAS_017";0,6
10812;84;2;8;3;10;"RAS_017";0,6
10912;106;2;8;3;10;"RAS_017";0,6
11012;57;4;16;7;10;"RAS_017";0,6
11112;90;2;8;3;10;"RAS_017";0,6
11212;112;10;40;19;20;"RAS_017";0,6
11312;94;4;16;7;10;"RAS_017";0,6
11412;98;2;8;3;10;"RAS_017";0,6
11512;73;7;28;12;20;"RAS_017";0,6
11612;111;9;36;17;20;"RAS_017";0,6
11712;42;2;8;3;10;"RAS_017";0,6
11812;71;2;8;3;10;"RAS_017";0,6
11912;69;7;28;13;20;"RAS_017";0,6
12012;41;4;16;7;10;"RAS_017";0,6
4113;113;7;28;12;10;"RAS_018";0,48
4213;66;2;8;3;5;"RAS_018";0,48
4313;89;7;28;13;10;"RAS_018";0,48
4413;85;9;36;16;10;"RAS_018";0,48
4513;115;8;32;15;10;"RAS_018";0,48
4613;69;7;28;13;10;"RAS_018";0,48
4713;118;2;8;3;5;"RAS_018";0,48
4813;99;5;20;8;10;"RAS_018";0,48
4913;61;8;32;14;10;"RAS_018";0,48
5013;98;2;8;3;5;"RAS_018";0,48
5113;71;2;8;3;5;"RAS_018";0,48
5213;91;2;8;3;5;"RAS_018";0,48
5313;45;5;20;9;5;"RAS_018";0,48
5413;116;5;20;9;5;"RAS_018";0,48
5513;95;8;32;14;10;"RAS_018";0,48
5613;68;4;16;6;10;"RAS_018";0,48
5713;114;10;40;17;20;"RAS_018";0,48
5813;105;10;40;18;10;"RAS_018";0,48
5913;109;2;8;3;5;"RAS_018";0,48
6013;87;9;36;16;10;"RAS_018";0,48
6113;112;10;40;18;10;"RAS_018";0,48
6213;64;5;20;8;10;"RAS_018";0,48
6313;84;2;8;3;5;"RAS_018";0,48
6413;74;9;36;16;10;"RAS_018";0,48
6513;81;4;16;7;5;"RAS_018";0,48
6613;86;2;8;3;5;"RAS_018";0,48
6713;70;7;28;13;10;"RAS_018";0,48
6813;52;5;20;9;5;"RAS_018";0,48
6913;41;4;16;7;5;"RAS_018";0,48
7013;48;9;36;16;10;"RAS_018";0,48
7113;55;8;32;15;10;"RAS_018";0,48
7213;50;5;20;8;10;"RAS_018";0,48
7313;119;4;16;7;5;"RAS_018";0,48
7413;51;10;40;18;10;"RAS_018";0,48
7513;80;2;8;3;5;"RAS_018";0,48
7613;102;2;8;3;5;"RAS_018";0,48
7713;107;8;32;15;10;"RAS_018";0,48
7813;49;4;16;7;5;"RAS_018";0,48
7913;108;2;8;4;2;"RAS_018";0,48
8013;59;9;36;17;10;"RAS_018";0,48
8113;73;7;28;13;10;"RAS_018";0,48
8213;111;9;36;17;10;"RAS_018";0,48
8313;42;2;8;3;5;"RAS_018";0,48
8413;76;4;16;7;5;"RAS_018";0,48
8513;79;9;36;17;10;"RAS_018";0,48
8613;88;5;20;9;5;"RAS_018";0,48
8713;54;7;28;13;10;"RAS_018";0,48
8813;100;8;32;15;10;"RAS_018";0,48
8913;96;5;20;9;5;"RAS_018";0,48
9013;94;4;16;7;5;"RAS_018";0,48
9113;97;10;40;19;10;"RAS_018";0,48
9213;57;4;16;7;5;"RAS_018";0,48
9313;110;7;28;13;10;"RAS_018";0,48
9413;67;4;16;7;5;"RAS_018";0,48
9513;103;8;32;15;10;"RAS_018";0,48
9613;75;8;32;15;10;"RAS_018";0,48
9713;46;10;40;19;10;"RAS_018";0,48
9813;53;5;20;9;5;"RAS_018";0,48
9913;106;2;8;3;5;"RAS_018";0,48
10013;117;2;8;3;5;"RAS_018";0,48
10113;104;7;28;13;10;"RAS_018";0,48
10213;93;9;36;17;10;"RAS_018";0,48
10313;78;7;28;13;10;"RAS_018";0,48
10413;77;10;40;19;10;"RAS_018";0,48
10513;56;9;36;17;10;"RAS_018";0,48
10613;72;10;40;19;10;"RAS_018";0,48
10713;82;9;36;17;10;"RAS_018";0,48
10813;120;2;8;3;5;"RAS_018";0,48
10913;60;10;40;19;10;"RAS_018";0,48
11013;101;7;28;13;10;"RAS_018";0,48
11113;47;10;40;19;10;"RAS_018";0,48
11213;92;2;8;3;5;"RAS_018";0,48
11313;62;8;32;15;10;"RAS_018";0,48
11413;58;2;8;3;5;"RAS_018";0,48
11513;43;8;32;15;10;"RAS_018";0,48
11613;44;4;16;7;5;"RAS_018";0,48
11713;90;2;8;3;5;"RAS_018";0,48
11813;83;5;20;9;5;"RAS_018";0,48
11913;63;2;8;3;5;"RAS_018";0,48
12013;65;2;8;3;5;"RAS_018";0,48
4114;51;10;40;10;50;"RAS_019";0,47
4214;71;2;8;2;5;"RAS_019";0,47
4314;63;2;8;2;5;"RAS_019";0,47
4414;53;5;20;5;20;"RAS_019";0,47
4514;60;10;40;10;50;"RAS_019";0,47
4614;114;10;40;5;50;"RAS_019";0,47
4714;73;7;28;3;50;"RAS_019";0,47
4814;76;4;16;3;20;"RAS_019";0,47
4914;43;8;32;5;50;"RAS_019";0,47
5014;111;9;36;9;50;"RAS_019";0,47
5114;50;5;20;5;20;"RAS_019";0,47
5214;117;2;8;2;5;"RAS_019";0,47
5314;107;8;32;2;50;"RAS_019";0,47
5414;118;2;8;2;5;"RAS_019";0,47
5514;82;9;36;8;50;"RAS_019";0,47
5614;48;9;36;7;50;"RAS_019";0,47
