;"Player";"Investment";"Pot";"Return";"Endowment_Inferred";"Subject";"Delta",
4821;53;5;20;11;10;"RAS_026";0,63
4921;107;8;32;15;50;"RAS_026";0,63
5021;84;2;8;3;10;"RAS_026";0,63
5121;92;2;8;3;10;"RAS_026";0,63
5221;86;2;8;3;10;"RAS_026";0,63
5321;93;9;36;19;20;"RAS_026";0,63
5421;43;8;32;16;20;"RAS_026";0,63
5521;111;9;36;19;20;"RAS_026";0,63
5621;65;2;8;3;10;"RAS_026";0,63
5721;74;9;36;19;20;"RAS_026";0,63
5821;69;7;28;13;20;"RAS_026";0,63
5921;67;4;16;8;10;"RAS_026";0,63
6021;94;4;16;7;20;"RAS_026";0,63
6121;114;10;40;23;20;"RAS_026";0,63
6221;116;5;20;10;20;"RAS_026";0,63
6321;112;10;40;20;50;"RAS_026";0,63
6421;51;10;40;20;50;"RAS_026";0,63
6521;61;8;32;15;50;"RAS_026";0,63
6621;63;2;8;3;10;"RAS_026";0,63
6721;57;4;16;7;20;"RAS_026";0,63
6821;109;2;8;3;10;"RAS_026";0,63
6921;45;5;20;11;10;"RAS_026";0,63
7021;81;4;16;7;20;"RAS_026";0,63
7121;44;4;16;7;20;"RAS_026";0,63
7221;79;9;36;18;20;"RAS_026";0,63
7321;102;2;8;3;10;"RAS_026";0,63
7421;96;5;20;11;10;"RAS_026";0,63
7521;58;2;8;3;10;"RAS_026";0,63
7621;85;9;36;17;50;"RAS_026";0,63
7721;52;5;20;11;10;"RAS_026";0,63
7821;46;10;40;22;20;"RAS_026";0,63
7921;88;5;20;11;10;"RAS_026";0,63
8021;60;10;40;22;20;"RAS_026";0,63
8121;41;4;16;8;10;"RAS_026";0,63
8221;56;9;36;18;20;"RAS_026";0,63
8321;54;7;28;12;50;"RAS_026";0,63
8421;99;5;20;10;20;"RAS_026";0,63
8521;64;5;20;10;20;"RAS_026";0,63
8621;76;4;16;7;20;"RAS_026";0,63
8721;89;7;28;12;50;"RAS_026";0,63
8821;59;9;36;18;20;"RAS_026";0,63
8921;47;10;40;22;20;"RAS_026";0,63
9021;71;2;8;3;10;"RAS_026";0,63
9121;98;2;8;3;10;"RAS_026";0,63
9221;75;8;32;15;50;"RAS_026";0,63
9321;106;2;8;3;10;"RAS_026";0,63
9421;103;8;32;15;50;"RAS_026";0,63
9521;120;2;8;3;10;"RAS_026";0,63
9621;70;7;28;12;50;"RAS_026";0,63
9721;82;9;36;18;20;"RAS_026";0,63
9821;62;8;32;15;50;"RAS_026";0,63
9921;97;10;40;22;20;"RAS_026";0,63
10021;50;5;20;11;10;"RAS_026";0,63
10121;66;2;8;4;5;"RAS_026";0,63
10221;77;10;40;21;20;"RAS_026";0,63
10321;95;8;32;15;50;"RAS_026";0,63
10421;91;2;8;3;10;"RAS_026";0,63
10521;87;9;36;18;20;"RAS_026";0,63
10621;83;5;20;10;20;"RAS_026";0,63
10721;117;2;8;3;10;"RAS_026";0,63
10821;101;7;28;12;50;"RAS_026";0,63
10921;68;4;16;7;20;"RAS_026";0,63
11021;110;7;28;12;50;"RAS_026";0,63
11121;78;7;28;12;50;"RAS_026";0,63
11221;49;4;16;7;20;"RAS_026";0,63
11321;105;10;40;21;20;"RAS_026";0,63
11421;73;7;28;12;50;"RAS_026";0,63
11521;72;10;40;21;20;"RAS_026";0,63
11621;80;2;8;3;10;"RAS_026";0,63
11721;115;8;32;15;50;"RAS_026";0,63
11821;55;8;32;15;50;"RAS_026";0,63
11921;119;4;16;8;10;"RAS_026";0,63
12021;113;7;28;12;50;"RAS_026";0,63
4122;112;10;40;5;10;"RAS_027";0,
4222;79;9;36;1;10;"RAS_027";0,
4322;59;9;36;1;10;"RAS_027";0,
4422;49;4;16;2;5;"RAS_027";0,
4522;92;2;8;2;10;"RAS_027";0,
4622;93;9;36;1;10;"RAS_027";0,
4722;65;2;8;3;10;"RAS_027";0,
4822;41;4;16;2;5;"RAS_027";0,
4922;117;2;8;3;10;"RAS_027";0,
5022;64;5;20;5;20;"RAS_027";0,
5122;118;2;8;2;2;"RAS_027";0,
5222;62;8;32;0;10;"RAS_027";0,
5322;113;7;28;3;10;"RAS_027";0,
5422;101;7;28;3;10;"RAS_027";0,
5522;73;7;28;3;10;"RAS_027";0,
5622;51;10;40;0;10;"RAS_027";0,
5722;95;8;32;2;10;"RAS_027";0,
5822;120;2;8;2;2;"RAS_027";0,
5922;71;2;8;2;10;"RAS_027";0,
6022;52;5;20;5;5;"RAS_027";0,
6122;80;2;8;0;2;"RAS_027";0,
6222;94;4;16;1;5;"RAS_027";0,
6322;70;7;28;3;10;"RAS_027";0,
6422;56;9;36;1;10;"RAS_027";0,
6522;66;2;8;2;10;"RAS_027";0,
6622;96;5;20;5;20;"RAS_027";0,
6722;60;10;40;0;10;"RAS_027";0,
6822;90;2;8;0;2;"RAS_027";0,
6922;88;5;20;3;5;"RAS_027";0,
7022;63;2;8;2;2;"RAS_027";0,
7122;82;9;36;1;10;"RAS_027";0,
7222;109;2;8;2;5;"RAS_027";0,
7322;110;7;28;0;10;"RAS_027";0,
7422;85;9;36;1;10;"RAS_027";0,
7522;45;5;20;5;5;"RAS_027";0,
7622;98;2;8;1;2;"RAS_027";0,
7722;99;5;20;5;10;"RAS_027";0,
7822;67;4;16;1;5;"RAS_027";0,
7922;111;9;36;1;10;"RAS_027";0,
8022;58;2;8;0;2;"RAS_027";0,
8122;55;8;32;2;10;"RAS_027";0,
8222;78;7;28;3;10;"RAS_027";0,
8322;75;8;32;0;10;"RAS_027";0,
8422;47;10;40;0;10;"RAS_027";0,
8522;115;8;32;2;10;"RAS_027";0,
8622;76;4;16;1;5;"RAS_027";0,
8722;102;2;8;0;2;"RAS_027";0,
8822;100;8;32;2;10;"RAS_027";0,
8922;119;4;16;1;5;"RAS_027";0,
9022;69;7;28;0;10;"RAS_027";0,
9122;81;4;16;1;5;"RAS_027";0,
9222;114;10;40;0;10;"RAS_027";0,
9322;74;9;36;1;10;"RAS_027";0,
9422;91;2;8;0;2;"RAS_027";0,
9522;86;2;8;0;2;"RAS_027";0,
9622;97;10;40;0;10;"RAS_027";0,
9722;61;8;32;0;10;"RAS_027";0,
9822;72;10;40;0;10;"RAS_027";0,
9922;116;5;20;5;5;"RAS_027";0,
10022;105;10;40;0;10;"RAS_027";0,
10122;44;4;16;1;5;"RAS_027";0,
10222;46;10;40;1;10;"RAS_027";0,
10322;103;8;32;0;10;"RAS_027";0,
10422;108;2;8;1;2;"RAS_027";0,
10522;43;8;32;0;10;"RAS_027";0,
10622;53;5;20;3;5;"RAS_027";0,
10722;84;2;8;1;2;"RAS_027";0,
10822;77;10;40;1;10;"RAS_027";0,
10922;89;7;28;0;10;"RAS_027";0,
11022;48;9;36;1;10;"RAS_027";0,
11122;68;4;16;0;5;"RAS_027";0,
11222;83;5;20;2;5;"RAS_027";0,
11322;107;8;32;2;10;"RAS_027";0,
11422;42;2;8;1;2;"RAS_027";0,
11522;54;7;28;3;10;"RAS_027";0,
11622;50;5;20;5;5;"RAS_027";0,
11722;104;7;28;3;10;"RAS_027";0,
11822;87;9;36;1;10;"RAS_027";0,
11922;57;4;16;4;10;"RAS_027";0,
12022;106;2;8;0;2;"RAS_027";0,
4123;81;4;16;6;5;"RAS_028";0,27
4223;88;5;20;4;10;"RAS_028";0,27
4323;74;9;36;8;10;"RAS_028";0,27
4423;101;7;28;14;50;"RAS_028";0,27
4523;89;7;28;14;50;"RAS_028";0,27
4623;120;2;8;2;2;"RAS_028";0,27
4723;99;5;20;5;5;"RAS_028";0,27
4823;57;4;16;4;5;"RAS_028";0,27
4923;72;10;40;14;10;"RAS_028";0,27
5023;44;4;16;4;5;"RAS_028";0,27
5123;76;4;16;6;5;"RAS_028";0,27
5223;77;10;40;10;10;"RAS_028";0,27
5323;95;8;32;8;10;"RAS_028";0,27
5423;86;2;8;2;2;"RAS_028";0,27
5523;70;7;28;8;10;"RAS_028";0,27
5623;56;9;36;12;10;"RAS_028";0,27
5723;63;2;8;2;2;"RAS_028";0,27
5823;106;2;8;4;10;"RAS_028";0,27
5923;111;9;36;15;10;"RAS_028";0,27
6023;69;7;28;10;10;"RAS_028";0,27
6123;47;10;40;15;10;"RAS_028";0,27
6223;50;5;20;7;5;"RAS_028";0,27
6323;71;2;8;3;2;"RAS_028";0,27
6423;61;8;32;12;10;"RAS_028";0,27
6523;64;5;20;10;20;"RAS_028";0,27
6623;94;4;16;6;5;"RAS_028";0,27
6723;117;2;8;4;10;"RAS_028";0,27
6823;80;2;8;4;10;"RAS_028";0,27
6923;43;8;32;12;10;"RAS_028";0,27
7023;45;5;20;10;20;"RAS_028";0,27
7123;49;4;16;6;5;"RAS_028";0,27
7223;100;8;32;8;10;"RAS_028";0,27
7323;85;9;36;12;10;"RAS_028";0,27
7423;41;4;16;8;20;"RAS_028";0,27
7523;58;2;8;3;2;"RAS_028";0,27
7623;65;2;8;3;2;"RAS_028";0,27
7723;82;9;36;12;10;"RAS_028";0,27
7823;55;8;32;8;10;"RAS_028";0,27
7923;60;10;40;12;10;"RAS_028";0,27
8023;102;2;8;3;2;"RAS_028";0,27
8123;62;8;32;8;10;"RAS_028";0,27
8223;78;7;28;6;10;"RAS_028";0,27
8323;73;7;28;7;10;"RAS_028";0,27
8423;110;7;28;8;10;"RAS_028";0,27
8523;109;2;8;3;2;"RAS_028";0,27
8623;93;9;36;12;10;"RAS_028";0,27
8723;46;10;40;16;10;"RAS_028";0,27
8823;92;2;8;3;2;"RAS_028";0,27
8923;112;10;40;18;10;"RAS_028";0,27
9023;114;10;40;18;10;"RAS_028";0,27
9123;97;10;40;18;10;"RAS_028";0,27
9223;48;9;36;19;50;"RAS_028";0,27
9323;84;2;8;3;2;"RAS_028";0,27
9423;98;2;8;3;2;"RAS_028";0,27
9523;67;4;16;6;5;"RAS_028";0,27
9623;59;9;36;12;10;"RAS_028";0,27
9723;83;5;20;7;5;"RAS_028";0,27
9823;87;9;36;13;10;"RAS_028";0,27
9923;79;9;36;12;10;"RAS_028";0,27
10023;113;7;28;12;10;"RAS_028";0,27
10123;75;8;32;12;10;"RAS_028";0,27
10223;66;2;8;3;2;"RAS_028";0,27
10323;91;2;8;3;2;"RAS_028";0,27
10423;103;8;32;11;10;"RAS_028";0,27
10523;116;5;20;8;5;"RAS_028";0,27
10623;118;2;8;3;2;"RAS_028";0,27
10723;51;10;40;12;10;"RAS_028";0,27
10823;119;4;16;6;5;"RAS_028";0,27
10923;107;8;32;12;10;"RAS_028";0,27
11023;104;7;28;11;10;"RAS_028";0,27
11123;42;2;8;3;2;"RAS_028";0,27
11223;54;7;28;11;10;"RAS_028";0,27
11323;96;5;20;10;20;"RAS_028";0,27
11423;68;4;16;8;20;"RAS_028";0,27
11523;52;5;20;10;20;"RAS_028";0,27
11623;105;10;40;20;50;"RAS_028";0,27
11723;53;5;20;7;5;"RAS_028";0,27
11823;90;2;8;4;10;"RAS_028";0,27
11923;115;8;32;20;50;"RAS_028";0,27
12023;108;2;8;3;2;"RAS_028";0,27
4124;52;5;20;4;20;"RAS_029";0,51
4224;86;2;8;3;5;"RAS_029";0,51
4324;97;10;40;10;50;"RAS_029";0,51
4424;106;2;8;0;10;"RAS_029";0,51
4524;59;9;36;10;50;"RAS_029";0,51
4624;107;8;32;8;50;"RAS_029";0,51
4724;72;10;40;10;50;"RAS_029";0,51
4824;84;2;8;2;10;"RAS_029";0,51
4924;79;9;36;4;50;"RAS_029";0,51
5024;120;2;8;2;10;"RAS_029";0,51
5124;99;5;20;5;20;"RAS_029";0,51
5224;53;5;20;5;20;"RAS_029";0,51
5324;58;2;8;1;10;"RAS_029";0,51
5424;103;8;32;2;50;"RAS_029";0,51
5524;47;10;40;5;50;"RAS_029";0,51
5624;43;8;32;7;50;"RAS_029";0,51
5724;70;7;28;4;50;"RAS_029";0,51
5824;95;8;32;2;50;"RAS_029";0,51
5924;66;2;8;2;10;"RAS_029";0,51
6024;113;7;28;6;50;"RAS_029";0,51
6124;41;4;16;2;20;"RAS_029";0,51
6224;61;8;32;7;50;"RAS_029";0,51
6324;100;8;32;7;50;"RAS_029";0,51
6424;73;7;28;9;20;"RAS_029";0,51
6524;74;9;36;9;50;"RAS_029";0,51
6624;105;10;40;15;20;"RAS_029";0,51
6724;42;2;8;2;10;"RAS_029";0,51
6824;116;5;20;5;20;"RAS_029";0,51
6924;45;5;20;5;20;"RAS_029";0,51
7024;54;7;28;6;50;"RAS_029";0,51
7124;51;10;40;10;50;"RAS_029";0,51
7224;110;7;28;7;50;"RAS_029";0,51
7324;81;4;16;6;10;"RAS_029";0,51
7424;68;4;16;5;10;"RAS_029";0,51
7524;115;8;32;9;50;"RAS_029";0,51
7624;71;2;8;2;10;"RAS_029";0,51
7724;87;9;36;4;50;"RAS_029";0,51
7824;57;4;16;4;20;"RAS_029";0,51
7924;85;9;36;8;50;"RAS_029";0,51
8024;90;2;8;2;10;"RAS_029";0,51
8124;44;4;16;3;20;"RAS_029";0,51
8224;78;7;28;5;50;"RAS_029";0,51
8324;65;2;8;3;5;"RAS_029";0,51
8424;82;9;36;10;50;"RAS_029";0,51
8524;104;7;28;8;20;"RAS_029";0,51
8624;88;5;20;5;20;"RAS_029";0,51
8724;102;2;8;2;10;"RAS_029";0,51
8824;48;9;36;7;50;"RAS_029";0,51
8924;76;4;16;7;5;"RAS_029";0,51
9024;92;2;8;1;10;"RAS_029";0,51
9124;83;5;20;4;20;"RAS_029";0,51
9224;69;7;28;8;20;"RAS_029";0,51
9324;119;4;16;6;10;"RAS_029";0,51
9424;117;2;8;3;5;"RAS_029";0,51
9524;118;2;8;1;10;"RAS_029";0,51
9624;50;5;20;4;20;"RAS_029";0,51
9724;91;2;8;3;5;"RAS_029";0,51
9824;94;4;16;2;20;"RAS_029";0,51
9924;98;2;8;3;5;"RAS_029";0,51
10024;112;10;40;10;50;"RAS_029";0,51
10124;89;7;28;8;20;"RAS_029";0,51
10224;46;10;40;10;50;"RAS_029";0,51
10324;62;8;32;12;20;"RAS_029";0,51
10424;111;9;36;10;50;"RAS_029";0,51
10524;96;5;20;7;10;"RAS_029";0,51
10624;49;4;16;5;10;"RAS_029";0,51
10724;101;7;28;8;20;"RAS_029";0,51
10824;109;2;8;3;5;"RAS_029";0,51
10924;93;9;36;9;50;"RAS_029";0,51
11024;67;4;16;6;10;"RAS_029";0,51
11124;77;10;40;10;50;"RAS_029";0,51
11224;55;8;32;8;50;"RAS_029";0,51
11324;56;9;36;13;20;"RAS_029";0,51
11424;114;10;40;10;50;"RAS_029";0,51
11524;108;2;8;3;5;"RAS_029";0,51
11624;64;5;20;7;10;"RAS_029";0,51
11724;80;2;8;3;5;"RAS_029";0,51
11824;60;10;40;10;50;"RAS_029";0,51
11924;63;2;8;3;5;"RAS_029";0,51
12024;75;8;32;8;50;"RAS_029";0,51
4125;76;4;16;5;20;"RAS_030";0,55
4225;107;8;32;16;10;"RAS_030";0,55
4325;51;10;40;14;50;"RAS_030";0,55
4425;55;8;32;14;20;"RAS_030";0,55
4525;102;2;8;4;5;"RAS_030";0,55
4625;79;9;36;12;50;"RAS_030";0,55
4725;75;8;32;16;10;"RAS_030";0,55
4825;57;4;16;6;10;"RAS_030";0,55
4925;65;2;8;4;5;"RAS_030";0,55
5025;96;5;20;10;10;"RAS_030";0,55
5125;112;10;40;23;10;"RAS_030";0,55
5225;113;7;28;8;50;"RAS_030";0,55
5325;115;8;32;16;10;"RAS_030";0,55
5425;100;8;32;14;20;"RAS_030";0,55
5525;52;5;20;9;10;"RAS_030";0,55
5625;64;5;20;7;20;"RAS_030";0,55
5725;42;2;8;3;5;"RAS_030";0,55
5825;97;10;40;12;50;"RAS_030";0,55
5925;106;2;8;5;2;"RAS_030";0,55
6025;62;8;32;16;10;"RAS_030";0,55
6125;80;2;8;3;5;"RAS_030";0,55
6225;72;10;40;17;20;"RAS_030";0,55
6325;116;5;20;10;10;"RAS_030";0,55
6425;99;5;20;8;10;"RAS_030";0,55
6525;110;7;28;17;10;"RAS_030";0,55
6625;92;2;8;3;5;"RAS_030";0,55
6725;83;5;20;10;10;"RAS_030";0,55
6825;45;5;20;10;10;"RAS_030";0,55
6925;118;2;8;2;10;"RAS_030";0,55
7025;81;4;16;7;10;"RAS_030";0,55
7125;66;2;8;3;5;"RAS_030";0,55
7225;49;4;16;7;10;"RAS_030";0,55
7325;61;8;32;11;50;"RAS_030";0,55
7425;95;8;32;13;20;"RAS_030";0,55
7525;70;7;28;12;20;"RAS_030";0,55
7625;109;2;8;3;5;"RAS_030";0,55
7725;53;5;20;7;20;"RAS_030";0,55
7825;60;10;40;15;50;"RAS_030";0,55
7925;69;7;28;11;20;"RAS_030";0,55
8025;58;2;8;2;10;"RAS_030";0,55
8125;50;5;20;5;20;"RAS_030";0,55
8225;89;7;28;12;20;"RAS_030";0,55
8325;119;4;16;8;5;"RAS_030";0,55
8425;90;2;8;2;10;"RAS_030";0,55
8525;101;7;28;12;20;"RAS_030";0,55
8625;68;4;16;6;10;"RAS_030";0,55
8725;77;10;40;19;20;"RAS_030";0,55
8825;114;10;40;16;20;"RAS_030";0,55
8925;54;7;28;13;10;"RAS_030";0,55
9025;108;2;8;2;10;"RAS_030";0,55
9125;46;10;40;20;20;"RAS_030";0,55
9225;84;2;8;3;5;"RAS_030";0,55
9325;105;10;40;12;50;"RAS_030";0,55
9425;88;5;20;5;20;"RAS_030";0,55
9525;82;9;36;10;50;"RAS_030";0,55
9625;104;7;28;12;20;"RAS_030";0,55
9725;120;2;8;2;10;"RAS_030";0,55
9825;56;9;36;16;20;"RAS_030";0,55
9925;78;7;28;13;10;"RAS_030";0,55
10025;59;9;36;17;20;"RAS_030";0,55
10125;67;4;16;5;20;"RAS_030";0,55
10225;103;8;32;7;50;"RAS_030";0,55
10325;44;4;16;6;10;"RAS_030";0,55
10425;47;10;40;15;50;"RAS_030";0,55
10525;74;9;36;16;20;"RAS_030";0,55
10625;63;2;8;5;2;"RAS_030";0,55
10725;48;9;36;11;50;"RAS_030";0,55
10825;117;2;8;2;10;"RAS_030";0,55
10925;86;2;8;3;5;"RAS_030";0,55
11025;41;4;16;5;20;"RAS_030";0,55
11125;85;9;36;14;20;"RAS_030";0,55
11225;87;9;36;17;20;"RAS_030";0,55
11325;93;9;36;15;20;"RAS_030";0,55
11425;71;2;8;2;10;"RAS_030";0,55
11525;43;8;32;14;20;"RAS_030";0,55
11625;91;2;8;2;10;"RAS_030";0,55
11725;94;4;16;7;10;"RAS_030";0,55
11825;111;9;36;10;50;"RAS_030";0,55
11925;98;2;8;2;10;"RAS_030";0,55
12025;73;7;28;6;50;"RAS_030";0,55
4126;101;7;28;14;10;"RAS_031";0,59
4226;50;5;20;2;20;"RAS_031";0,59
4326;49;4;16;5;20;"RAS_031";0,59
4426;86;2;8;1;10;"RAS_031";0,59
4526;107;8;32;12;50;"RAS_031";0,59
4626;111;9;36;15;50;"RAS_031";0,59
4726;75;8;32;16;20;"RAS_031";0,59
4826;83;5;20;10;10;"RAS_031";0,59
4926;41;4;16;5;20;"RAS_031";0,59
5026;91;2;8;2;10;"RAS_031";0,59
5126;48;9;36;13;50;"RAS_031";0,59
5226;82;9;36;19;20;"RAS_031";0,59
5326;104;7;28;8;50;"RAS_031";0,59
5426;70;7;28;10;50;"RAS_031";0,59
5526;69;7;28;0;50;"RAS_031";0,59
5626;106;2;8;1;10;"RAS_031";0,59
5726;58;2;8;1;10;"RAS_031";0,59
5826;84;2;8;1;10;"RAS_031";0,59
5926;45;5;20;9;10;"RAS_031";0,59
6026;99;5;20;9;10;"RAS_031";0,59
6126;100;8;32;10;50;"RAS_031";0,59
6226;114;10;40;17;50;"RAS_031";0,59
6326;68;4;16;6;20;"RAS_031";0,59
6426;73;7;28;10;50;"RAS_031";0,59
6526;63;2;8;1;10;"RAS_031";0,59
6626;109;2;8;1;10;"RAS_031";0,59
6726;78;7;28;12;20;"RAS_031";0,59
6826;119;4;16;7;10;"RAS_031";0,59
6926;59;9;36;15;50;"RAS_031";0,59
7026;71;2;8;1;10;"RAS_031";0,59
7126;81;4;16;7;10;"RAS_031";0,59
7226;87;9;36;15;50;"RAS_031";0,59
7326;76;4;16;6;20;"RAS_031";0,59
7426;108;2;8;1;10;"RAS_031";0,59
7526;112;10;40;15;50;"RAS_031";0,59
7626;56;9;36;15;50;"RAS_031";0,59
7726;120;2;8;1;10;"RAS_031";0,59
7826;90;2;8;1;10;"RAS_031";0,59
7926;117;2;8;1;10;"RAS_031";0,59
8026;85;9;36;21;10;"RAS_031";0,59
8126;110;7;28;13;20;"RAS_031";0,59
8226;103;8;32;10;50;"RAS_031";0,59
8326;94;4;16;6;20;"RAS_031";0,59
8426;80;2;8;1;10;"RAS_031";0,59
8526;46;10;40;15;50;"RAS_031";0,59
8626;113;7;28;13;20;"RAS_031";0,59
8726;93;9;36;15;50;"RAS_031";0,59
8826;77;10;40;14;50;"RAS_031";0,59
8926;72;10;40;10;50;"RAS_031";0,59
9026;57;4;16;7;10;"RAS_031";0,59
9126;44;4;16;7;10;"RAS_031";0,59
9226;89;7;28;13;20;"RAS_031";0,59
9326;52;5;20;8;20;"RAS_031";0,59
9426;98;2;8;1;10;"RAS_031";0,59
9526;42;2;8;1;10;"RAS_031";0,59
9626;96;5;20;9;10;"RAS_031";0,59
9726;116;5;20;8;20;"RAS_031";0,59
9826;47;10;40;19;20;"RAS_031";0,59
9926;51;10;40;19;20;"RAS_031";0,59
10026;115;8;32;13;50;"RAS_031";0,59
10126;64;5;20;8;20;"RAS_031";0,59
10226;88;5;20;8;20;"RAS_031";0,59
10326;105;10;40;15;50;"RAS_031";0,59
10426;66;2;8;1;10;"RAS_031";0,59
10526;53;5;20;8;20;"RAS_031";0,59
10626;62;8;32;15;20;"RAS_031";0,59
10726;79;9;36;15;50;"RAS_031";0,59
10826;65;2;8;1;10;"RAS_031";0,59
10926;92;2;8;1;10;"RAS_031";0,59
11026;43;8;32;15;20;"RAS_031";0,59
11126;67;4;16;7;10;"RAS_031";0,59
11226;102;2;8;1;10;"RAS_031";0,59
11326;118;2;8;1;10;"RAS_031";0,59
11426;74;9;36;15;50;"RAS_031";0,59
11526;54;7;28;10;50;"RAS_031";0,59
11626;55;8;32;14;20;"RAS_031";0,59
11726;97;10;40;15;50;"RAS_031";0,59
11826;95;8;32;11;50;"RAS_031";0,59
11926;60;10;40;19;20;"RAS_031";0,59
12026;61;8;32;14;20;"RAS_031";0,59
4127;49;4;16;8;10;"RAS_032";0,59
4227;52;5;20;10;10;"RAS_032";0,59
4327;120;2;8;4;5;"RAS_032";0,59
4427;70;7;28;14;10;"RAS_032";0,59
4527;57;4;16;8;10;"RAS_032";0,59
4627;114;10;40;20;20;"RAS_032";0,59
4727;67;4;16;8;10;"RAS_032";0,59
4827;60;10;40;20;20;"RAS_032";0,59
4927;90;2;8;4;5;"RAS_032";0,59
5027;118;2;8;4;5;"RAS_032";0,59
5127;55;8;32;16;20;"RAS_032";0,59
5227;92;2;8;4;5;"RAS_032";0,59
5327;48;9;36;18;20;"RAS_032";0,59
5427;76;4;16;8;10;"RAS_032";0,59
5527;82;9;36;18;20;"RAS_032";0,59
5627;110;7;28;14;10;"RAS_032";0,59
5727;85;9;36;18;20;"RAS_032";0,59
5827;111;9;36;18;20;"RAS_032";0,59
5927;91;2;8;4;5;"RAS_032";0,59
6027;83;5;20;10;10;"RAS_032";0,59
6127;97;10;40;20;20;"RAS_032";0,59
6227;72;10;40;20;20;"RAS_032";0,59
6327;74;9;36;18;20;"RAS_032";0,59
6427;86;2;8;4;5;"RAS_032";0,59
6527;106;2;8;4;5;"RAS_032";0,59
6627;63;2;8;4;5;"RAS_032";0,59
6727;61;8;32;16;20;"RAS_032";0,59
6827;62;8;32;16;20;"RAS_032";0,59
6927;100;8;32;16;20;"RAS_032";0,59
7027;96;5;20;10;10;"RAS_032";0,59
7127;105;10;40;22;20;"RAS_032";0,59
7227;112;10;40;20;20;"RAS_032";0,59
7327;78;7;28;14;10;"RAS_032";0,59
7427;43;8;32;16;20;"RAS_032";0,59
7527;77;10;40;20;20;"RAS_032";0,59
7627;88;5;20;10;10;"RAS_032";0,59
7727;104;7;28;14;10;"RAS_032";0,59
7827;93;9;36;18;20;"RAS_032";0,59
7927;84;2;8;4;5;"RAS_032";0,59
8027;42;2;8;4;5;"RAS_032";0,59
8127;87;9;36;18;20;"RAS_032";0,59
8227;58;2;8;4;5;"RAS_032";0,59
8327;108;2;8;4;5;"RAS_032";0,59
8427;45;5;20;10;10;"RAS_032";0,59
8527;107;8;32;16;20;"RAS_032";0,59
8627;51;10;40;20;20;"RAS_032";0,59
8727;81;4;16;8;10;"RAS_032";0,59
8827;44;4;16;8;10;"RAS_032";0,59
8927;59;9;36;18;20;"RAS_032";0,59
9027;47;10;40;20;20;"RAS_032";0,59
9127;41;4;16;8;10;"RAS_032";0,59
9227;79;9;36;18;20;"RAS_032";0,59
9327;116;5;20;10;10;"RAS_032";0,59
9427;102;2;8;4;5;"RAS_032";0,59
9527;71;2;8;4;5;"RAS_032";0,59
9627;50;5;20;10;10;"RAS_032";0,59
9727;46;10;40;20;20;"RAS_032";0,59
9827;119;4;16;8;10;"RAS_032";0,59
9927;98;2;8;4;5;"RAS_032";0,59
10027;53;5;20;10;10;"RAS_032";0,59
10127;56;9;36;18;20;"RAS_032";0,59
10227;115;8;32;18;10;"RAS_032";0,59
10327;99;5;20;10;10;"RAS_032";0,59
10427;54;7;28;14;10;"RAS_032";0,59
10527;73;7;28;14;10;"RAS_032";0,59
10627;80;2;8;4;5;"RAS_032";0,59
10727;117;2;8;4;5;"RAS_032";0,59
10827;64;5;20;10;10;"RAS_032";0,59
10927;89;7;28;14;10;"RAS_032";0,59
11027;69;7;28;14;10;"RAS_032";0,59
11127;113;7;28;16;10;"RAS_032";0,59
11227;94;4;16;8;10;"RAS_032";0,59
11327;103;8;32;16;20;"RAS_032";0,59
11427;75;8;32;16;20;"RAS_032";0,59
11527;66;2;8;4;5;"RAS_032";0,59
11627;101;7;28;14;10;"RAS_032";0,59
11727;95;8;32;16;20;"RAS_032";0,59
11827;68;4;16;8;10;"RAS_032";0,59
11927;109;2;8;4;5;"RAS_032";0,59
12027;65;2;8;4;5;"RAS_032";0,59
4128;50;5;20;10;10;"RAS_033";0,58
4228;67;4;16;5;20;"RAS_033";0,58
4328;47;10;40;20;20;"RAS_033";0,58
