;"Player";"Investment";"Pot";"Return";"Endowment_Inferred";"Subject";"Delta",
4428;57;4;16;4;20;"RAS_033";0,58
4528;107;8;32;11;50;"RAS_033";0,58
4628;52;5;20;10;10;"RAS_033";0,58
4728;54;7;28;10;50;"RAS_033";0,58
4828;80;2;8;4;5;"RAS_033";0,58
4928;108;2;8;3;10;"RAS_033";0,58
5028;89;7;28;10;50;"RAS_033";0,58
5128;113;7;28;10;50;"RAS_033";0,58
5228;51;10;40;20;20;"RAS_033";0,58
5328;69;7;28;10;50;"RAS_033";0,58
5428;92;2;8;2;10;"RAS_033";0,58
5528;59;9;36;15;50;"RAS_033";0,58
5628;84;2;8;3;10;"RAS_033";0,58
5728;64;5;20;10;10;"RAS_033";0,58
5828;76;4;16;4;20;"RAS_033";0,58
5928;105;10;40;17;50;"RAS_033";0,58
6028;71;2;8;2;10;"RAS_033";0,58
6128;119;4;16;7;10;"RAS_033";0,58
6228;49;4;16;7;10;"RAS_033";0,58
6328;56;9;36;16;20;"RAS_033";0,58
6428;106;2;8;3;10;"RAS_033";0,58
6528;48;9;36;17;20;"RAS_033";0,58
6628;118;2;8;3;10;"RAS_033";0,58
6728;53;5;20;9;10;"RAS_033";0,58
6828;87;9;36;17;20;"RAS_033";0,58
6928;104;7;28;8;50;"RAS_033";0,58
7028;109;2;8;2;10;"RAS_033";0,58
7128;78;7;28;8;50;"RAS_033";0,58
7228;45;5;20;10;10;"RAS_033";0,58
7328;97;10;40;18;20;"RAS_033";0,58
7428;75;8;32;13;20;"RAS_033";0,58
7528;44;4;16;4;20;"RAS_033";0,58
7628;95;8;32;15;20;"RAS_033";0,58
7728;116;5;20;10;10;"RAS_033";0,58
7828;55;8;32;14;20;"RAS_033";0,58
7928;114;10;40;20;20;"RAS_033";0,58
8028;74;9;36;16;20;"RAS_033";0,58
8128;62;8;32;11;50;"RAS_033";0,58
8228;41;4;16;5;20;"RAS_033";0,58
8328;91;2;8;2;10;"RAS_033";0,58
8428;86;2;8;3;10;"RAS_033";0,58
8528;110;7;28;13;20;"RAS_033";0,58
8628;90;2;8;3;10;"RAS_033";0,58
8728;77;10;40;20;20;"RAS_033";0,58
8828;112;10;40;20;20;"RAS_033";0,58
8928;66;2;8;3;10;"RAS_033";0,58
9028;88;5;20;10;10;"RAS_033";0,58
9128;102;2;8;3;10;"RAS_033";0,58
9228;63;2;8;3;10;"RAS_033";0,58
9328;73;7;28;8;50;"RAS_033";0,58
9428;96;5;20;10;10;"RAS_033";0,58
9528;98;2;8;3;10;"RAS_033";0,58
9628;101;7;28;9;50;"RAS_033";0,58
9728;65;2;8;3;10;"RAS_033";0,58
9828;46;10;40;20;20;"RAS_033";0,58
9928;82;9;36;15;50;"RAS_033";0,58
10028;81;4;16;6;20;"RAS_033";0,58
10128;79;9;36;12;50;"RAS_033";0,58
10228;68;4;16;7;10;"RAS_033";0,58
10328;111;9;36;16;20;"RAS_033";0,58
10428;61;8;32;15;20;"RAS_033";0,58
10528;58;2;8;3;10;"RAS_033";0,58
10628;115;8;32;14;20;"RAS_033";0,58
10728;70;7;28;10;50;"RAS_033";0,58
10828;99;5;20;10;10;"RAS_033";0,58
10928;93;9;36;17;20;"RAS_033";0,58
11028;43;8;32;14;20;"RAS_033";0,58
11128;94;4;16;6;20;"RAS_033";0,58
11228;60;10;40;20;20;"RAS_033";0,58
11328;85;9;36;14;50;"RAS_033";0,58
11428;83;5;20;10;10;"RAS_033";0,58
11528;72;10;40;20;20;"RAS_033";0,58
11628;42;2;8;3;10;"RAS_033";0,58
11728;117;2;8;3;10;"RAS_033";0,58
11828;103;8;32;14;20;"RAS_033";0,58
11928;100;8;32;14;20;"RAS_033";0,58
12028;120;2;8;3;10;"RAS_033";0,58
4129;98;2;8;2;10;"RAS_034";0,51
4229;85;9;36;11;50;"RAS_034";0,51
4329;81;4;16;5;10;"RAS_034";0,51
4429;69;7;28;8;20;"RAS_034";0,51
4529;49;4;16;4;20;"RAS_034";0,51
4629;120;2;8;2;10;"RAS_034";0,51
4729;70;7;28;8;20;"RAS_034";0,51
4829;58;2;8;2;10;"RAS_034";0,51
4929;80;2;8;2;10;"RAS_034";0,51
5029;72;10;40;10;50;"RAS_034";0,51
5129;88;5;20;5;20;"RAS_034";0,51
5229;96;5;20;5;20;"RAS_034";0,51
5329;87;9;36;5;50;"RAS_034";0,51
5429;79;9;36;8;50;"RAS_034";0,51
5529;82;9;36;9;50;"RAS_034";0,51
5629;83;5;20;5;20;"RAS_034";0,51
5729;66;2;8;2;10;"RAS_034";0,51
5829;97;10;40;8;50;"RAS_034";0,51
5929;53;5;20;5;20;"RAS_034";0,51
6029;50;5;20;5;20;"RAS_034";0,51
6129;43;8;32;7;50;"RAS_034";0,51
6229;103;8;32;7;50;"RAS_034";0,51
6329;117;2;8;2;10;"RAS_034";0,51
6429;100;8;32;7;50;"RAS_034";0,51
6529;116;5;20;5;20;"RAS_034";0,51
6629;56;9;36;9;50;"RAS_034";0,51
6729;119;4;16;6;10;"RAS_034";0,51
6829;74;9;36;8;50;"RAS_034";0,51
6929;41;4;16;6;10;"RAS_034";0,51
7029;104;7;28;8;20;"RAS_034";0,51
7129;111;9;36;8;50;"RAS_034";0,51
7229;47;10;40;8;50;"RAS_034";0,51
7329;91;2;8;2;10;"RAS_034";0,51
7429;95;8;32;7;50;"RAS_034";0,51
7529;48;9;36;9;50;"RAS_034";0,51
7629;61;8;32;7;50;"RAS_034";0,51
7729;108;2;8;2;10;"RAS_034";0,51
7829;54;7;28;7;50;"RAS_034";0,51
7929;75;8;32;7;50;"RAS_034";0,51
8029;99;5;20;6;20;"RAS_034";0,51
8129;46;10;40;10;50;"RAS_034";0,51
8229;84;2;8;2;10;"RAS_034";0,51
8329;92;2;8;2;10;"RAS_034";0,51
8429;51;10;40;10;50;"RAS_034";0,51
8529;89;7;28;7;50;"RAS_034";0,51
8629;63;2;8;2;10;"RAS_034";0,51
8729;78;7;28;8;20;"RAS_034";0,51
8829;44;4;16;5;10;"RAS_034";0,51
8929;106;2;8;2;10;"RAS_034";0,51
9029;77;10;40;10;50;"RAS_034";0,51
9129;62;8;32;9;50;"RAS_034";0,51
9229;52;5;20;5;20;"RAS_034";0,51
9329;101;7;28;7;50;"RAS_034";0,51
9429;109;2;8;2;10;"RAS_034";0,51
9529;45;5;20;6;20;"RAS_034";0,51
9629;110;7;28;8;20;"RAS_034";0,51
9729;60;10;40;11;50;"RAS_034";0,51
9829;114;10;40;11;50;"RAS_034";0,51
9929;64;5;20;6;20;"RAS_034";0,51
10029;94;4;16;4;20;"RAS_034";0,51
10129;59;9;36;6;50;"RAS_034";0,51
10229;55;8;32;8;50;"RAS_034";0,51
10329;67;4;16;5;10;"RAS_034";0,51
10429;105;10;40;11;50;"RAS_034";0,51
10529;102;2;8;2;10;"RAS_034";0,51
10629;112;10;40;10;50;"RAS_034";0,51
10729;71;2;8;2;10;"RAS_034";0,51
10829;90;2;8;2;10;"RAS_034";0,51
10929;42;2;8;2;10;"RAS_034";0,51
11029;73;7;28;6;50;"RAS_034";0,51
11129;113;7;28;8;20;"RAS_034";0,51
11229;115;8;32;8;50;"RAS_034";0,51
11329;57;4;16;5;10;"RAS_034";0,51
11429;76;4;16;5;10;"RAS_034";0,51
11529;107;8;32;9;50;"RAS_034";0,51
11629;68;4;16;5;10;"RAS_034";0,51
11729;65;2;8;2;10;"RAS_034";0,51
11829;86;2;8;2;10;"RAS_034";0,51
11929;93;9;36;8;50;"RAS_034";0,51
12029;118;2;8;2;10;"RAS_034";0,51
4130;45;5;20;5;5;"RAS_035";0,
4230;71;2;8;1;2;"RAS_035";0,
4330;67;4;16;4;5;"RAS_035";0,
4430;66;2;8;2;5;"RAS_035";0,
4530;79;9;36;10;50;"RAS_035";0,
4630;118;2;8;2;5;"RAS_035";0,
4730;82;9;36;9;50;"RAS_035";0,
4830;111;9;36;10;50;"RAS_035";0,
4930;50;5;20;6;20;"RAS_035";0,
5030;116;5;20;5;10;"RAS_035";0,
5130;93;9;36;8;10;"RAS_035";0,
5230;119;4;16;4;5;"RAS_035";0,
5330;51;10;40;9;10;"RAS_035";0,
5430;105;10;40;10;20;"RAS_035";0,
5530;90;2;8;2;5;"RAS_035";0,
5630;57;4;16;5;20;"RAS_035";0,
5730;85;9;36;8;10;"RAS_035";0,
5830;94;4;16;4;10;"RAS_035";0,
5930;74;9;36;9;50;"RAS_035";0,
6030;61;8;32;11;50;"RAS_035";0,
6130;115;8;32;8;10;"RAS_035";0,
6230;58;2;8;3;10;"RAS_035";0,
6330;52;5;20;5;5;"RAS_035";0,
6430;81;4;16;5;20;"RAS_035";0,
6530;91;2;8;2;10;"RAS_035";0,
6630;102;2;8;2;2;"RAS_035";0,
6730;54;7;28;8;50;"RAS_035";0,
6830;109;2;8;2;2;"RAS_035";0,
6930;106;2;8;2;2;"RAS_035";0,
7030;41;4;16;4;20;"RAS_035";0,
7130;98;2;8;2;5;"RAS_035";0,
7230;78;7;28;6;10;"RAS_035";0,
7330;80;2;8;2;5;"RAS_035";0,
7430;47;10;40;11;50;"RAS_035";0,
7530;55;8;32;8;10;"RAS_035";0,
7630;68;4;16;4;10;"RAS_035";0,
7730;99;5;20;5;20;"RAS_035";0,
7830;62;8;32;6;10;"RAS_035";0,
7930;43;8;32;6;10;"RAS_035";0,
8030;112;10;40;5;10;"RAS_035";0,
8130;113;7;28;7;50;"RAS_035";0,
8230;48;9;36;7;10;"RAS_035";0,
8330;83;5;20;5;20;"RAS_035";0,
8430;87;9;36;7;10;"RAS_035";0,
8530;53;5;20;5;10;"RAS_035";0,
8630;97;10;40;12;50;"RAS_035";0,
8730;95;8;32;8;50;"RAS_035";0,
8830;72;10;40;8;10;"RAS_035";0,
8930;60;10;40;10;50;"RAS_035";0,
9030;59;9;36;10;50;"RAS_035";0,
9130;108;2;8;2;2;"RAS_035";0,
9230;120;2;8;2;2;"RAS_035";0,
9330;77;10;40;8;10;"RAS_035";0,
9430;75;8;32;8;50;"RAS_035";0,
9530;76;4;16;4;10;"RAS_035";0,
9630;114;10;40;8;10;"RAS_035";0,
9730;70;7;28;5;10;"RAS_035";0,
9830;44;4;16;4;20;"RAS_035";0,
9930;63;2;8;2;5;"RAS_035";0,
10030;92;2;8;2;5;"RAS_035";0,
10130;103;8;32;10;50;"RAS_035";0,
10230;65;2;8;2;5;"RAS_035";0,
10330;89;7;28;7;50;"RAS_035";0,
10430;73;7;28;7;20;"RAS_035";0,
10530;107;8;32;5;10;"RAS_035";0,
10630;69;7;28;6;10;"RAS_035";0,
10730;100;8;32;7;10;"RAS_035";0,
10830;101;7;28;7;20;"RAS_035";0,
10930;42;2;8;2;2;"RAS_035";0,
11030;49;4;16;4;5;"RAS_035";0,
11130;64;5;20;4;5;"RAS_035";0,
11230;96;5;20;5;5;"RAS_035";0,
11330;86;2;8;2;2;"RAS_035";0,
11430;117;2;8;2;5;"RAS_035";0,
11530;88;5;20;4;5;"RAS_035";0,
11630;56;9;36;7;10;"RAS_035";0,
11730;84;2;8;2;5;"RAS_035";0,
11830;104;7;28;7;20;"RAS_035";0,
11930;110;7;28;5;10;"RAS_035";0,
12030;46;10;40;9;10;"RAS_035";0,
4131;71;2;8;3;5;"RAS_036";0,45
4231;90;2;8;1;10;"RAS_036";0,45
4331;74;9;36;9;20;"RAS_036";0,45
4431;84;2;8;3;5;"RAS_036";0,45
4531;55;8;32;13;10;"RAS_036";0,45
4631;64;5;20;15;20;"RAS_036";0,45
4731;54;7;28;10;10;"RAS_036";0,45
4831;116;5;20;15;20;"RAS_036";0,45
4931;120;2;8;4;2;"RAS_036";0,45
5031;118;2;8;5;10;"RAS_036";0,45
5131;53;5;20;15;20;"RAS_036";0,45
5231;79;9;36;5;50;"RAS_036";0,45
5331;43;8;32;15;10;"RAS_036";0,45
5431;66;2;8;4;2;"RAS_036";0,45
5531;72;10;40;16;20;"RAS_036";0,45
5631;86;2;8;5;10;"RAS_036";0,45
5731;93;9;36;15;10;"RAS_036";0,45
5831;103;8;32;20;50;"RAS_036";0,45
5931;104;7;28;11;10;"RAS_036";0,45
6031;46;10;40;16;20;"RAS_036";0,45
6131;96;5;20;10;5;"RAS_036";0,45
6231;52;5;20;10;5;"RAS_036";0,45
6331;108;2;8;4;2;"RAS_036";0,45
6431;99;5;20;12;20;"RAS_036";0,45
6531;102;2;8;1;10;"RAS_036";0,45
6631;61;8;32;20;50;"RAS_036";0,45
6731;106;2;8;3;5;"RAS_036";0,45
6831;89;7;28;10;10;"RAS_036";0,45
6931;68;4;16;4;10;"RAS_036";0,45
7031;119;4;16;3;20;"RAS_036";0,45
7131;42;2;8;4;2;"RAS_036";0,45
7231;95;8;32;10;20;"RAS_036";0,45
7331;70;7;28;17;50;"RAS_036";0,45
7431;97;10;40;16;20;"RAS_036";0,45
7531;58;2;8;4;2;"RAS_036";0,45
7631;117;2;8;2;5;"RAS_036";0,45
7731;87;9;36;10;20;"RAS_036";0,45
7831;51;10;40;8;50;"RAS_036";0,45
7931;81;4;16;8;5;"RAS_036";0,45
8031;59;9;36;15;10;"RAS_036";0,45
8131;91;2;8;2;5;"RAS_036";0,45
8231;69;7;28;17;50;"RAS_036";0,45
8331;78;7;28;8;20;"RAS_036";0,45
8431;115;8;32;1;50;"RAS_036";0,45
8531;80;2;8;4;2;"RAS_036";0,45
8631;62;8;32;7;20;"RAS_036";0,45
8731;92;2;8;5;10;"RAS_036";0,45
8831;113;7;28;26;50;"RAS_036";0,45
8931;60;10;40;21;10;"RAS_036";0,45
9031;85;9;36;12;20;"RAS_036";0,45
9131;94;4;16;4;10;"RAS_036";0,45
9231;50;5;20;10;5;"RAS_036";0,45
9331;82;9;36;10;20;"RAS_036";0,45
9431;63;2;8;5;10;"RAS_036";0,45
9531;47;10;40;11;20;"RAS_036";0,45
9631;67;4;16;6;5;"RAS_036";0,45
9731;75;8;32;5;50;"RAS_036";0,45
9831;73;7;28;17;50;"RAS_036";0,45
9931;48;9;36;5;50;"RAS_036";0,45
10031;76;4;16;2;20;"RAS_036";0,45
10131;111;9;36;20;10;"RAS_036";0,45
10231;100;8;32;20;50;"RAS_036";0,45
10331;49;4;16;10;20;"RAS_036";0,45
10431;110;7;28;5;50;"RAS_036";0,45
10531;45;5;20;10;5;"RAS_036";0,45
10631;44;4;16;13;20;"RAS_036";0,45
10731;109;2;8;3;5;"RAS_036";0,45
10831;107;8;32;4;50;"RAS_036";0,45
10931;83;5;20;15;20;"RAS_036";0,45
11031;41;4;16;5;10;"RAS_036";0,45
11131;77;10;40;11;20;"RAS_036";0,45
11231;56;9;36;20;10;"RAS_036";0,45
11331;101;7;28;14;10;"RAS_036";0,45
11431;112;10;40;10;50;"RAS_036";0,45
11531;98;2;8;3;5;"RAS_036";0,45
11631;114;10;40;12;20;"RAS_036";0,45
11731;88;5;20;11;5;"RAS_036";0,45
11831;105;10;40;5;50;"RAS_036";0,45
11931;65;2;8;6;10;"RAS_036";0,45
12031;57;4;16;5;10;"RAS_036";0,45
4132;119;4;16;8;10;"RAS_037";0,59
4232;88;5;20;10;10;"RAS_037";0,59
4332;48;9;36;18;20;"RAS_037";0,59
4432;53;5;20;10;10;"RAS_037";0,59
4532;75;8;32;16;20;"RAS_037";0,59
4632;46;10;40;20;20;"RAS_037";0,59
4732;74;9;36;18;20;"RAS_037";0,59
4832;115;8;32;16;20;"RAS_037";0,59
4932;57;4;16;8;10;"RAS_037";0,59
5032;97;10;40;20;20;"RAS_037";0,59
5132;90;2;8;4;5;"RAS_037";0,59
5232;42;2;8;4;5;"RAS_037";0,59
5332;113;7;28;14;10;"RAS_037";0,59
5432;83;5;20;10;10;"RAS_037";0,59
5532;81;4;16;8;10;"RAS_037";0,59
5632;110;7;28;14;10;"RAS_037";0,59
5732;76;4;16;8;10;"RAS_037";0,59
5832;105;10;40;20;20;"RAS_037";0,59
5932;102;2;8;4;5;"RAS_037";0,59
6032;59;9;36;18;20;"RAS_037";0,59
6132;54;7;28;14;10;"RAS_037";0,59
6232;43;8;32;16;20;"RAS_037";0,59
6332;65;2;8;4;5;"RAS_037";0,59
6432;44;4;16;8;10;"RAS_037";0,59
6532;108;2;8;4;5;"RAS_037";0,59
6632;80;2;8;4;5;"RAS_037";0,59
6732;62;8;32;16;20;"RAS_037";0,59
6832;66;2;8;4;5;"RAS_037";0,59
6932;85;9;36;18;20;"RAS_037";0,59
7032;51;10;40;20;20;"RAS_037";0,59
7132;103;8;32;16;20;"RAS_037";0,59
7232;70;7;28;14;10;"RAS_037";0,59
7332;41;4;16;8;10;"RAS_037";0,59
7432;86;2;8;4;5;"RAS_037";0,59
7532;89;7;28;14;10;"RAS_037";0,59
7632;116;5;20;10;10;"RAS_037";0,59
7732;109;2;8;4;5;"RAS_037";0,59
7832;68;4;16;8;10;"RAS_037";0,59
7932;50;5;20;10;10;"RAS_037";0,59
8032;78;7;28;14;10;"RAS_037";0,59
8132;87;9;36;18;20;"RAS_037";0,59
8232;55;8;32;16;20;"RAS_037";0,59
8332;101;7;28;14;10;"RAS_037";0,59
8432;117;2;8;4;5;"RAS_037";0,59
8532;60;10;40;20;20;"RAS_037";0,59
8632;52;5;20;10;10;"RAS_037";0,59
8732;95;8;32;16;20;"RAS_037";0,59
8832;92;2;8;4;5;"RAS_037";0,59
8932;84;2;8;4;5;"RAS_037";0,59
9032;112;10;40;20;20;"RAS_037";0,59
9132;91;2;8;4;5;"RAS_037";0,59
9232;111;9;36;18;20;"RAS_037";0,59
9332;106;2;8;4;5;"RAS_037";0,59
9432;58;2;8;4;5;"RAS_037";0,59
9532;61;8;32;16;20;"RAS_037";0,59
9632;93;9;36;18;20;"RAS_037";0,59
9732;72;10;40;20;20;"RAS_037";0,59
9832;94;4;16;8;10;"RAS_037";0,59
9932;56;9;36;18;20;"RAS_037";0,59
10032;64;5;20;10;10;"RAS_037";0,59
10132;67;4;16;8;10;"RAS_037";0,59
10232;73;7;28;14;10;"RAS_037";0,59
10332;98;2;8;4;5;"RAS_037";0,59
10432;96;5;20;10;10;"RAS_037";0,59
10532;45;5;20;10;10;"RAS_037";0,59
10632;120;2;8;4;5;"RAS_037";0,59
10732;79;9;36;18;20;"RAS_037";0,59
10832;118;2;8;4;5;"RAS_037";0,59
10932;47;10;40;20;20;"RAS_037";0,59
11032;49;4;16;8;10;"RAS_037";0,59
11132;114;10;40;20;20;"RAS_037";0,59
11232;63;2;8;4;5;"RAS_037";0,59
11332;77;10;40;20;20;"RAS_037";0,59
11432;100;8;32;16;20;"RAS_037";0,59
11532;104;7;28;14;10;"RAS_037";0,59
11632;99;5;20;10;10;"RAS_037";0,59
11732;82;9;36;18;20;"RAS_037";0,59
11832;71;2;8;4;5;"RAS_037";0,59
11932;69;7;28;14;10;"RAS_037";0,59
12032;107;8;32;16;20;"RAS_037";0,59
4133;47;10;40;15;20;"RAS_038";0,53
4233;56;9;36;12;50;"RAS_038";0,53
4333;112;10;40;22;10;"RAS_038";0,53
4433;72;10;40;20;10;"RAS_038";0,53
4533;62;8;32;16;10;"RAS_038";0,53
4633;88;5;20;5;20;"RAS_038";0,53
4733;50;5;20;5;20;"RAS_038";0,53
4833;64;5;20;5;20;"RAS_038";0,53
4933;48;9;36;12;50;"RAS_038";0,53
5033;100;8;32;16;10;"RAS_038";0,53
5133;49;4;16;4;20;"RAS_038";0,53
5233;115;8;32;14;20;"RAS_038";0,53
5333;119;4;16;2;20;"RAS_038";0,53
5433;89;7;28;12;10;"RAS_038";0,53
5533;95;8;32;12;20;"RAS_038";0,53
5633;74;9;36;12;50;"RAS_038";0,53
5733;85;9;36;16;20;"RAS_038";0,53
5833;52;5;20;8;10;"RAS_038";0,53
5933;70;7;28;12;10;"RAS_038";0,53
6033;68;4;16;4;20;"RAS_038";0,53
6133;120;2;8;4;2;"RAS_038";0,53
6233;53;5;20;10;5;"RAS_038";0,53
6333;117;2;8;2;10;"RAS_038";0,53
6433;41;4;16;6;10;"RAS_038";0,53
6533;97;10;40;15;20;"RAS_038";0,53
6633;98;2;8;0;10;"RAS_038";0,53
6733;110;7;28;12;10;"RAS_038";0,53
6833;102;2;8;0;10;"RAS_038";0,53
6933;114;10;40;18;20;"RAS_038";0,53
7033;59;9;36;12;50;"RAS_038";0,53
7133;111;9;36;9;50;"RAS_038";0,53
7233;87;9;36;12;50;"RAS_038";0,53
7333;78;7;28;7;50;"RAS_038";0,53
7433;104;7;28;10;20;"RAS_038";0,53
7533;44;4;16;8;5;"RAS_038";0,53
7633;103;8;32;8;50;"RAS_038";0,53
7733;67;4;16;8;5;"RAS_038";0,53
7833;76;4;16;6;10;"RAS_038";0,53
7933;63;2;8;2;10;"RAS_038";0,53
8033;92;2;8;2;10;"RAS_038";0,53
8133;93;9;36;4;50;"RAS_038";0,53
8233;43;8;32;8;50;"RAS_038";0,53
8333;42;2;8;4;2;"RAS_038";0,53
8433;99;5;20;6;20;"RAS_038";0,53
8533;109;2;8;2;10;"RAS_038";0,53
8633;83;5;20;8;10;"RAS_038";0,53
8733;108;2;8;2;10;"RAS_038";0,53
8833;58;2;8;2;10;"RAS_038";0,53
8933;81;4;16;6;10;"RAS_038";0,53
9033;66;2;8;2;10;"RAS_038";0,53
9133;73;7;28;10;20;"RAS_038";0,53
9233;96;5;20;8;10;"RAS_038";0,53
9333;91;2;8;4;2;"RAS_038";0,53
9433;75;8;32;10;50;"RAS_038";0,53
9533;113;7;28;7;50;"RAS_038";0,53
9633;79;9;36;12;50;"RAS_038";0,53
9733;94;4;16;6;10;"RAS_038";0,53
9833;106;2;8;3;5;"RAS_038";0,53
9933;60;10;40;16;20;"RAS_038";0,53
10033;90;2;8;3;5;"RAS_038";0,53
10133;51;10;40;16;20;"RAS_038";0,53
10233;61;8;32;8;50;"RAS_038";0,53
10333;54;7;28;4;50;"RAS_038";0,53
10433;118;2;8;3;5;"RAS_038";0,53
10533;82;9;36;8;50;"RAS_038";0,53
10633;86;2;8;2;10;"RAS_038";0,53
10733;101;7;28;7;50;"RAS_038";0,53
10833;71;2;8;2;10;"RAS_038";0,53
10933;105;10;40;15;20;"RAS_038";0,53
11033;45;5;20;10;5;"RAS_038";0,53
11133;55;8;32;10;50;"RAS_038";0,53
11233;46;10;40;10;50;"RAS_038";0,53
11333;69;7;28;8;50;"RAS_038";0,53
11433;65;2;8;4;2;"RAS_038";0,53
11533;84;2;8;4;2;"RAS_038";0,53
11633;77;10;40;8;50;"RAS_038";0,53
11733;57;4;16;6;10;"RAS_038";0,53
11833;107;8;32;10;50;"RAS_038";0,53
11933;80;2;8;3;5;"RAS_038";0,53
12033;116;5;20;9;10;"RAS_038";0,53
4134;78;7;28;7;50;"RAS_040";0,52
4234;82;9;36;9;50;"RAS_040";0,52
4334;94;4;16;4;20;"RAS_040";0,52
4434;75;8;32;8;50;"RAS_040";0,52
4534;97;10;40;15;20;"RAS_040";0,52
4634;79;9;36;10;50;"RAS_040";0,52
4734;63;2;8;3;5;"RAS_040";0,52
4834;95;8;32;10;50;"RAS_040";0,52
4934;56;9;36;12;50;"RAS_040";0,52
5034;45;5;20;7;20;"RAS_040";0,52
5134;59;9;36;12;50;"RAS_040";0,52
5234;73;7;28;9;20;"RAS_040";0,52
5334;110;7;28;9;20;"RAS_040";0,52
5434;74;9;36;13;20;"RAS_040";0,52
5534;43;8;32;10;50;"RAS_040";0,52
5634;57;4;16;5;20;"RAS_040";0,52
5734;89;7;28;10;20;"RAS_040";0,52
5834;58;2;8;3;5;"RAS_040";0,52
5934;92;2;8;3;5;"RAS_040";0,52
6034;107;8;32;10;50;"RAS_040";0,52
6134;87;9;36;14;20;"RAS_040";0,52
6234;41;4;16;7;10;"RAS_040";0,52
6334;93;9;36;12;50;"RAS_040";0,52
6434;42;2;8;3;5;"RAS_040";0,52
6534;54;7;28;9;20;"RAS_040";0,52
6634;68;4;16;1;20;"RAS_040";0,52
6734;100;8;32;9;50;"RAS_040";0,52
6834;66;2;8;2;10;"RAS_040";0,52
6934;52;5;20;7;20;"RAS_040";0,52
7034;88;5;20;7;20;"RAS_040";0,52
7134;101;7;28;8;50;"RAS_040";0,52
7234;85;9;36;15;20;"RAS_040";0,52
7334;115;8;32;12;20;"RAS_040";0,52
7434;98;2;8;3;5;"RAS_040";0,52
7534;102;2;8;3;5;"RAS_040";0,52
7634;50;5;20;7;20;"RAS_040";0,52
7734;80;2;8;3;5;"RAS_040";0,52
7834;90;2;8;3;5;"RAS_040";0,52
7934;69;7;28;10;20;"RAS_040";0,52
8034;104;7;28;10;20;"RAS_040";0,52
8134;65;2;8;3;5;"RAS_040";0,52
8234;114;10;40;18;20;"RAS_040";0,52
8334;72;10;40;20;10;"RAS_040";0,52
8434;55;8;32;10;50;"RAS_040";0,52
8534;53;5;20;7;20;"RAS_040";0,52
8634;106;2;8;3;5;"RAS_040";0,52
8734;76;4;16;6;10;"RAS_040";0,52
8834;51;10;40;18;20;"RAS_040";0,52
8934;109;2;8;3;5;"RAS_040";0,52
9034;118;2;8;3;5;"RAS_040";0,52
9134;120;2;8;3;5;"RAS_040";0,52
9234;70;7;28;9;20;"RAS_040";0,52
9334;108;2;8;3;5;"RAS_040";0,52
9434;48;9;36;16;20;"RAS_040";0,52
9534;81;4;16;6;10;"RAS_040";0,52
9634;44;4;16;6;10;"RAS_040";0,52
9734;84;2;8;3;5;"RAS_040";0,52
9834;91;2;8;3;5;"RAS_040";0,52
9934;83;5;20;7;20;"RAS_040";0,52
10034;71;2;8;3;5;"RAS_040";0,52
10134;96;5;20;7;20;"RAS_040";0,52
10234;49;4;16;6;10;"RAS_040";0,52
10334;119;4;16;6;10;"RAS_040";0,52
10434;86;2;8;3;5;"RAS_040";0,52
10534;60;10;40;18;20;"RAS_040";0,52
10634;77;10;40;20;10;"RAS_040";0,52
10734;64;5;20;7;20;"RAS_040";0,52
10834;103;8;32;12;20;"RAS_040";0,52
10934;47;10;40;20;10;"RAS_040";0,52
11034;113;7;28;12;10;"RAS_040";0,52
11134;62;8;32;14;20;"RAS_040";0,52
11234;116;5;20;8;10;"RAS_040";0,52
11334;112;10;40;19;20;"RAS_040";0,52
11434;105;10;40;11;50;"RAS_040";0,52
11534;46;10;40;17;20;"RAS_040";0,52
11634;67;4;16;6;10;"RAS_040";0,52
11734;117;2;8;3;5;"RAS_040";0,52
11834;99;5;20;7;20;"RAS_040";0,52
11934;111;9;36;15;20;"RAS_040";0,52
12034;61;8;32;10;50;"RAS_040";0,52
